payloadData,dev_eui,ts,frame
adVmABIAAAKzAAA=,464c58212beca0c9,2026-04-07T20:15:48.000Z,"{""MessageId"":""a66a5eff-11ec-463d-aff8-4c9e722419ab"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":27,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-104,""Snr"":8},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-109,""Snr"":2.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-117,""Snr"":-2.25}],""MIC"":""6b1501a0"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:15:48Z""}}}"
adVmABIBAABAAAA=,464c58212beca0c9,2026-04-07T20:15:53.000Z,"{""MessageId"":""8e12050b-092c-461b-b7ef-97be365d7163"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":29,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":8.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":6},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-109,""Snr"":4.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4}],""MIC"":""14eaffde"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:15:53Z""}}}"
adVmABICAAAZAAA=,464c58212beca0c9,2026-04-07T20:15:57.000Z,"{""MessageId"":""e18673cf-0265-427f-9cb0-2f3727407c63"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":30,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-52,""Snr"":10},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":3.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":2},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":-3.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-7.25}],""MIC"":""f940e54d"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:15:57Z""}}}"
adVmABIDAAAMAAA=,464c58212beca0c9,2026-04-07T20:16:01.000Z,"{""MessageId"":""419223d9-ad67-4e5f-baec-95d0d2451952"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":31,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-106,""Snr"":7.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":5.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-111,""Snr"":1.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-114,""Snr"":-2.5}],""MIC"":""5c54c91d"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:01Z""}}}"
adVmABIEAAA/AAA=,464c58212beca0c9,2026-04-07T20:16:06.000Z,"{""MessageId"":""e1bd237f-728f-42c3-9f55-a0585b1b80c8"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":32,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-100,""Snr"":10.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":6.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-118,""Snr"":-4}],""MIC"":""0379df58"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:06Z""}}}"
adVmABIFAAAhAAA=,464c58212beca0c9,2026-04-07T20:16:10.000Z,"{""MessageId"":""4596dcfb-ae26-42f1-b1cd-d743ad3fe015"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmABIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":33,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":10.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-100,""Snr"":9.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-111,""Snr"":1.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":1.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.5}],""MIC"":""31b939bc"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:10Z""}}}"
adVmBRANjgAAAAA=,464c58212beca0c9,2026-04-07T20:16:14.000Z,"{""MessageId"":""ee0b62d5-63e7-4799-be65-7477d24b3b26"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRANjgAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":35,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":8.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-0.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.75}],""MIC"":""58d13a5c"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:14Z""}}}"
adVmBRIAAAKzAAA=,464c58212beca0c9,2026-04-07T20:16:18.000Z,"{""MessageId"":""2f43060e-038d-4223-8b60-66dcdf68aff7"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":37,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":4.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-109,""Snr"":3.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-3.5}],""MIC"":""252212ca"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:18Z""}}}"
adVmBRIBAABAAAA=,464c58212beca0c9,2026-04-07T20:16:22.000Z,"{""MessageId"":""e990061e-f6c7-44d9-a49d-6ecb232f945b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":38,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":3.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-112,""Snr"":2.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-1.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-5}],""MIC"":""5d739729"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:22Z""}}}"
adVmBRICAAAZAAA=,464c58212beca0c9,2026-04-07T20:16:26.000Z,"{""MessageId"":""dddc13ce-d414-41e7-9e6e-8e58834a59ea"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":39,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-52,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-106,""Snr"":7.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":4},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-110,""Snr"":2},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-3.75}],""MIC"":""208bfa6b"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:26Z""}}}"
adVmBRIDAAAMAAA=,464c58212beca0c9,2026-04-07T20:16:30.000Z,"{""MessageId"":""4eb88177-9358-4b42-809f-884c2aa21508"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":40,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":9.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":6.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":3.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-4.75}],""MIC"":""9e4d18c7"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:30Z""}}}"
adVmBRIEAAA/AAA=,464c58212beca0c9,2026-04-07T20:16:33.000Z,"{""MessageId"":""957563a7-a2e0-4ed5-bb33-4b8d50673215"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":41,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-104,""Snr"":8},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-3}],""MIC"":""ba226cae"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:33Z""}}}"
adVmBRIFAAAhAAA=,464c58212beca0c9,2026-04-07T20:16:37.000Z,"{""MessageId"":""cb287ae1-35df-40a5-9948-1b3f039806f3"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adVmBRIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":42,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-104,""Snr"":9.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":4},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-116,""Snr"":-2},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4}],""MIC"":""22d9d1b7"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-07T20:16:37Z""}}}"
ada3gBANlwAAAAA=,464c58212beca0c9,2026-04-08T20:15:44.000Z,"{""MessageId"":""cec1d662-2dd7-4bfe-80a7-fa7204c7ad17"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBANlwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":43,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-58,""Snr"":10.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":2.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":1.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-3.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-6.75}],""MIC"":""48180a87"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:15:44Z""}}}"
ada3gBIAAAKzAAA=,464c58212beca0c9,2026-04-08T20:15:48.000Z,"{""MessageId"":""90b07f2d-6cd8-4a6c-875e-5d2e0b170588"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":45,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":3.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-2.5}],""MIC"":""bc1dd992"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:15:48Z""}}}"
ada3gBIBAABAAAA=,464c58212beca0c9,2026-04-08T20:15:52.000Z,"{""MessageId"":""77861413-b1d8-454d-92d6-55eea34f02c4"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":47,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-106,""Snr"":7.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":7.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-114,""Snr"":-1.25}],""MIC"":""2bf2eae1"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:15:52Z""}}}"
ada3gBICAAAZAAA=,464c58212beca0c9,2026-04-08T20:15:57.000Z,"{""MessageId"":""b30f49b5-f3d3-4e8a-9836-9fff0aaacd4f"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":48,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":14.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":9.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":7},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4.75}],""MIC"":""c2ccba7b"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:15:57Z""}}}"
ada3gBIDAAAMAAA=,464c58212beca0c9,2026-04-08T20:16:01.000Z,"{""MessageId"":""20f76ed4-2779-4869-9098-423d9b3400cd"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":49,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":13.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":5.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":5.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-113,""Snr"":-1},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-3.5}],""MIC"":""334bac08"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:01Z""}}}"
ada3gBIEAAA/AAA=,464c58212beca0c9,2026-04-08T20:16:05.000Z,"{""MessageId"":""2e790b39-a500-4894-9b13-a8a52f7a7e02"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":50,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-62,""Snr"":14},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":8.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-115,""Snr"":-0.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-122,""Snr"":-8}],""MIC"":""f950db4d"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:05Z""}}}"
ada3gBIFAAAhAAA=,464c58212beca0c9,2026-04-08T20:16:10.000Z,"{""MessageId"":""2d8aa570-6b14-4301-9332-a56894562ce4"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3gBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":51,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":10.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":6},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":3.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-113,""Snr"":-0.75}],""MIC"":""8f0970db"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:10Z""}}}"
ada3hBANkQAAAAA=,464c58212beca0c9,2026-04-08T20:16:14.000Z,"{""MessageId"":""fa8c85f3-7e1a-4a59-a6ff-64dd057d4f33"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3hBANkQAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":53,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":7.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-1.75}],""MIC"":""33cd11ec"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:14Z""}}}"
ada3hBIAAAKzAAA=,464c58212beca0c9,2026-04-08T20:16:18.000Z,"{""MessageId"":""62555c54-d4ae-4af2-bd81-ad2401bdf08b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3hBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":55,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":11.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":6.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":2.5}],""MIC"":""e3fdfde9"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:18Z""}}}"
